chr	start	end	avg.rate_GCB	avg.rate_FL	avg.rate_BL
chr11	72738872	72739888	0.474318	0.665341	0.788258
chr11	72714736	72714784	0.565556	0.7325	0.81713
chr11	72714808	72715072	0.371923	0.650385	0.863013
chr11	72755568	72756096	0.132045	0.4575	0.455606
chr11	72477200	72477928	0.785625	0.645625	0.466319
chr11	72477200	72477928	0.785625	0.645625	0.466319
chr11	72477200	72477928	0.785625	0.645625	0.466319
chr11	72483936	72485712	0.836471	0.691765	0.486569
chr11	72483936	72485712	0.836471	0.691765	0.486569
chr11	72487664	72488920	0.799545	0.654545	0.458409
chr11	72487664	72488920	0.799545	0.654545	0.458409
chr11	72904720	72904984	0.126667	0.41625	0.457361
chr11	73013168	73015216	0.747885	0.635865	0.408974
chr11	72929664	72929888	0.156481	0.344213	0.431327
chr11	73007464	73008160	0.852083	0.763177	0.533333
chr11	72496336	72496720	0.806875	0.731094	0.440104
chr11	72496336	72496720	0.806875	0.731094	0.440104
chr11	72499840	72500264	0.850938	0.725	0.458229
chr11	72499840	72500264	0.850938	0.725	0.458229
chr11	70388008	70388248	0.63	0.515893	0.304286
chr11	72532616	72533072	0.755795	0.518693	0.29858
chr11	72533080	72533488	0.401029	0.214136	0.0899755
chr11	73039560	73040600	0.846786	0.69875	0.51881
chr11	72464592	72465264	0.820278	0.655	0.476389
chr11	72464592	72465264	0.820278	0.655	0.476389
chr11	73305616	73307120	0.89	0.752083	0.543333
chr11	72995344	72996000	0.88	0.759531	0.522813
chr11	72975480	72975576	0.269167	0.479167	0.626296
chr11	72975664	72975792	0.397292	0.544792	0.655486
chr11	72977328	72979408	0.641167	0.491583	0.315556
chr11	73076528	73076736	0.832778	0.7775	0.473611
chr11	73076864	73077184	0.773	0.74775	0.234
chr11	73080696	73080832	0.718	0.640875	0.406667
chr11	71497424	71497528	0.210938	0.27875	0.466354
chr11	71500768	71501736	0.819773	0.653977	0.497197
chr11	71508288	71508840	0.713889	0.602778	0.270556
chr11	71508288	71508840	0.713889	0.602778	0.270556
chr11	73695808	73696288	0.87825	0.814	0.55925
chr11	73704912	73705272	0.423437	0.583203	0.0964583
chr11	73722464	73723416	0.410167	0.443667	0.662944
chr11	73678928	73679376	0.753	0.636125	0.305083
chr11	73678928	73679376	0.753	0.636125	0.305083
chr11	73499664	73499912	0.392273	0.27767	0.0598864
chr11	73694912	73695296	0.751923	0.584135	0.129615
chr11	74022320	74022560	0.173125	0.518672	0.518281
chr11	74022320	74022560	0.173125	0.518672	0.518281
chr11	74022568	74022672	0.0457692	0.47875	0.312051
chr11	74022568	74022672	0.0457692	0.47875	0.312051
chr11	74022808	74022928	0.294063	0.597656	0.683854
chr11	74022808	74022928	0.294063	0.597656	0.683854
chr11	72304112	72304928	0.6875	0.486442	0.142692
chr11	74342544	74343008	0.424773	0.555057	0.779432
chr11	74245984	74246208	0.229792	0.637917	0.601111
chr11	74465592	74465856	0.18625	0.402187	0.748403
chr11	74465592	74465856	0.18625	0.402187	0.748403
chr11	73681680	73683184	0.689797	0.532027	0.287658
chr11	73709976	73710424	0.802292	0.780104	0.103125
chr11	73717480	73718064	0.849444	0.688611	0.499259
chr11	74177960	74178608	0.152108	0.386863	0.395703
chr11	74177960	74178608	0.152108	0.386863	0.395703
chr11	74178752	74178848	0.3625	0.655227	0.680682
chr11	74178752	74178848	0.3625	0.655227	0.680682
chr11	74662488	74663584	0.0997222	0.446319	0.329491
chr11	74410288	74411240	0.764167	0.624167	0.389722
chr11	74410288	74411240	0.764167	0.624167	0.389722
chr11	74416176	74416664	0.817188	0.721563	0.447292
chr11	73020072	73020112	0.0617857	0.17625	0.312738
chr11	73020072	73020112	0.0617857	0.17625	0.312738
chr11	73020456	73020544	0.128235	0.305	0.418186
chr11	73020456	73020544	0.128235	0.305	0.418186
chr11	73025744	73026392	0.616786	0.439018	0.28625
chr11	69452768	69452848	0.145	0.37125	0.444259
chr11	69459312	69459384	0.623	0.437	0.260333
chr11	69460088	69460896	0.758	0.558875	0.386028
chr11	69463896	69464096	0.490167	0.50725	0.873778
chr11	74857072	74858808	0.698571	0.508839	0.381012
chr11	74441984	74442344	0.111827	0.409135	0.344006
chr11	74442736	74442904	0.237885	0.459135	0.495577
chr11	75105664	75106048	0.785208	0.684792	0.425972
chr11	75198208	75199136	0.81975	0.627125	0.50825
chr11	75181968	75183104	0.69825	0.48875	0.239
chr11	75160592	75161064	0.818611	0.579583	0.52463
chr11	75175992	75176856	0.879444	0.642222	0.46037
chr11	75178216	75178312	0.79	0.514844	0.217917
chr11	75250728	75252272	0.851618	0.693456	0.537451
chr11	75209696	75211776	0.769861	0.525625	0.364769
chr11	75184208	75184992	0.779722	0.543333	0.399444
chr11	75187520	75187856	0.876429	0.691071	0.520714
chr11	75191272	75191936	0.202222	0.490139	0.553426
chr11	75195376	75196760	0.822833	0.617083	0.507444
chr11	75334824	75335056	0.848333	0.670208	0.555278
chr11	74996312	74996976	0.688214	0.54625	0.2625
chr11	75092488	75092640	0.678333	0.553333	0.286944
chr11	75166048	75166800	0.821667	0.632833	0.458722
chr11	75512424	75513040	0.754167	0.545417	0.387014
chr11	75512424	75513040	0.754167	0.545417	0.387014
chr11	75613280	75613888	0.5655	0.626	0.816167
chr11	75480096	75480136	0.101667	0.225972	0.558241
chr11	75480096	75480136	0.101667	0.225972	0.558241
chr11	75300280	75300672	0.826667	0.657083	0.4725
chr11	75300280	75300672	0.826667	0.657083	0.4725
chr11	75505200	75506936	0.684318	0.5475	0.395455
chr11	75018648	75019400	0.704792	0.592917	0.389792
chr11	75025928	75026072	0.6905	0.510875	0.347333
chr11	69988480	69988640	0.336667	0.324479	0.577083
chr11	69988480	69988640	0.336667	0.324479	0.577083
chr11	70013680	70014176	0.637292	0.491146	0.328403
chr11	75956032	75957320	0.715625	0.541406	0.310417
chr11	75927936	75928864	0.70675	0.5955	0.396667
chr11	75269632	75271160	0.688	0.508875	0.284917
chr11	75278880	75279480	0.776	0.62775	0.436
chr11	75228360	75228640	0.1575	0.327778	0.423796
chr11	75942680	75943048	0.8025	0.621944	0.39287
chr11	76290616	76291176	0.5875	0.517679	0.231071
chr11	70259464	70259688	0.859063	0.794844	0.368438
chr11	75966168	75966608	0.792308	0.643077	0.471538
chr11	70280224	70280360	0.667917	0.688229	0.309444
chr11	70280736	70281704	0.861429	0.823616	0.484792
chr11	70282416	70282488	0.9025	0.8565	0.597167
chr11	70282688	70282808	0.789886	0.769659	0.161515
chr11	76021600	76022384	0.809643	0.627054	0.471726
chr11	76023568	76025008	0.778056	0.59625	0.385185
chr11	76454848	76455168	0.626406	0.516875	0.260729
chr11	76406248	76406568	0.625789	0.481447	0.267895
chr11	76406248	76406568	0.625789	0.481447	0.267895
chr11	76368160	76369448	0.754457	0.649837	0.37721
chr11	76368160	76369448	0.754457	0.649837	0.37721
chr11	76368160	76369448	0.754457	0.649837	0.37721
chr11	76387568	76388976	0.567917	0.514271	0.182639
chr11	75378696	75378736	0.0108333	0.0351389	0.250694
chr11	75380848	75381072	0.587115	0.737115	0.820256
chr11	76854296	76854888	0.77825	0.585125	0.402917
chr11	76816056	76816192	0.55	0.383437	0.185417
chr11	76783408	76784048	0.733182	0.631818	0.445833
chr11	76891816	76892400	0.63725	0.49475	0.26625
chr11	76867720	76867872	0.7655	0.656125	0.4395
chr11	76495528	76495616	0.267	0.462188	0.510042
chr11	76495528	76495616	0.267	0.462188	0.510042
chr11	76496792	76497296	0.7405	0.604625	0.410417
chr11	76793376	76793744	0.780833	0.60125	0.442963
chr11	76849096	76849304	0.147214	0.383179	0.40131
chr11	76849328	76849424	0.24225	0.445563	0.667625
chr11	75047480	75047888	0.809375	0.642656	0.478125
chr11	75047480	75047888	0.809375	0.642656	0.478125
chr11	77342400	77342448	0.416786	0.564464	0.835952
chr11	75880624	75880864	0.205455	0.311591	0.450833
chr11	75889512	75889824	0.75625	0.655125	0.444
chr11	76839016	76839128	0.605417	0.520208	0.169167
chr11	76843952	76844160	0.660556	0.574167	0.301574
chr11	77184200	77184280	0.139167	0.389444	0.556574
chr11	74952528	74952640	0.116111	0.458889	0.466435
chr11	74952528	74952640	0.116111	0.458889	0.466435
chr11	74953336	74953416	0.13625	0.352946	0.397798
chr11	74953336	74953416	0.13625	0.352946	0.397798
chr11	75981040	75982264	0.823833	0.625667	0.473167
chr11	77988456	77988992	0.853056	0.668889	0.464074
chr11	78006760	78008008	0.797955	0.643295	0.482045
chr11	77931896	77932368	0.872778	0.750278	0.516019
chr11	78124616	78125048	0.260682	0.510909	0.491136
chr11	78124616	78125048	0.260682	0.510909	0.491136
chr11	76872544	76873192	0.5845	0.46125	0.248917
chr11	75995584	75995760	0.76475	0.64325	0.360917
chr11	75996128	75996352	0.794615	0.698942	0.483974
chr11	76002568	76003360	0.060375	0.367188	0.391917
chr11	76003384	76003936	0.0885938	0.434844	0.617656
chr11	76005576	76007000	0.857727	0.729545	0.524697
chr11	76011904	76012976	0.749091	0.615795	0.412273
chr11	76876224	76877120	0.6725	0.58325	0.3575
chr11	76879040	76879976	0.714583	0.578958	0.413542
chr11	78444656	78445064	0.845556	0.660417	0.513148
chr11	78420944	78421904	0.70625	0.533571	0.319881
chr11	78474392	78475240	0.773056	0.6175	0.444352
chr11	78545888	78546760	0.66	0.464844	0.341562
chr11	78672936	78673304	0.112667	0.274583	0.443111
chr11	78614384	78614560	0.61625	0.7875	0.884333
chr11	78759456	78760080	0.723269	0.592788	0.409744
chr11	78911824	78913632	0.48575	0.364625	0.173833
chr11	79099240	79101648	0.774318	0.582045	0.417348
chr11	66790984	66791156	0.122823	0.410927	0.354624
chr11	66826164	66826668	0.797	0.70425	0.479833
chr11	66838880	66839000	0.545	0.7425	0.775046
chr11	66839000	66839148	0.310917	0.57675	0.623
chr11	66843292	66843852	0.811071	0.660893	0.479405
chr11	66846208	66846308	0.2095	0.379125	0.638667
chr11	79257504	79257744	0.210357	0.385893	0.521786
chr11	66862192	66862324	0.66225	0.49	0.32475
chr11	76753136	76753272	0.748214	0.542679	0.44
chr11	75140752	75141008	0.341328	0.547383	0.580221
chr11	75146112	75146600	0.788542	0.582292	0.321458
chr11	81154408	81154976	0.630833	0.391111	0.304074
chr11	75152888	75153168	0.828636	0.691023	0.503485
chr11	75154064	75154400	0.820781	0.652891	0.482135
chr11	82699744	82700584	0.837955	0.763182	0.512727
chr11	82699744	82700584	0.837955	0.763182	0.512727
chr11	82730576	82731384	0.785417	0.784687	0.451111
chr11	82730576	82731384	0.785417	0.784687	0.451111
chr11	77918280	77918800	0.850833	0.758472	0.502315
chr11	83473696	83473904	0.595625	0.536641	0.149323
chr11	84431488	84431560	0.0686111	0.237778	0.377685
chr11	84431488	84431560	0.0686111	0.237778	0.377685
chr11	79148080	79148384	0.0986364	0.250682	0.331061
chr11	79148408	79148472	0.0307143	0.29869	0.540714
chr11	79148488	79148576	0.0107692	0.219135	0.314231
chr11	79148584	79148696	0.015625	0.266812	0.6415
chr11	79148704	79148920	0.0230435	0.190978	0.404348
chr11	79148944	79149456	0.0292308	0.120337	0.356378
chr11	79149704	79150576	0.0219886	0.0771307	0.33483
chr11	79151704	79152144	0.00463235	0.0171691	0.246593
chr11	79152512	79152808	0.0315625	0.0464063	0.284583
chr11	85776256	85776472	0.392778	0.363194	0.67787
chr11	85750816	85751000	0.388958	0.842396	0.806667
chr11	85849952	85850480	0.0084375	0.0389063	0.375
chr11	85758464	85758968	0.0196875	0.117812	0.375937
chr11	86003864	86004368	0.164167	0.33	0.519352
chr11	85998632	85999016	0.65425	0.749125	0.87725
chr11	86000080	86000728	0.184	0.37225	0.440583
chr11	86085736	86085832	0.418333	0.598194	0.663889
chr11	86168704	86171512	0.732625	0.672063	0.412542
chr11	86168704	86171512	0.732625	0.672063	0.412542
chr11	85997744	85997880	0.391042	0.558333	0.70125
chr11	82443688	82443744	0.0909375	0.392812	0.402396
chr11	82443856	82444112	0.112197	0.421572	0.353902
chr11	82444256	82444304	0.0827273	0.328523	0.324545
chr11	86510896	86511432	0.148945	0.341309	0.416589
chr11	88034416	88035216	0.132778	0.402639	0.5175
chr11	88143048	88143360	0.51675	0.471	0.131417
chr11	88063704	88063808	0.4805	0.65425	0.78375
chr11	86382696	86383088	0.0842308	0.250173	0.454859
chr11	86383288	86383312	0.06775	0.318	0.639833
chr11	86383328	86383416	0.044	0.258167	0.300278
chr11	86383432	86383512	0.0784722	0.346389	0.582083
chr11	86383672	86383760	0.444375	0.499688	0.719479
chr11	89027640	89027776	0.576625	0.677562	0.811292
chr11	89027640	89027776	0.576625	0.677562	0.811292
chr11	88796352	88796704	0.2595	0.406833	0.545889
chr11	88798888	88799200	0.382708	0.507708	0.758715
chr11	89224416	89224472	0.297632	0.517237	0.724474
chr11	89224480	89224776	0.274167	0.46794	0.558148
chr11	89681000	89681096	0.598636	0.688864	0.849242
chr11	75908544	75909312	0.757368	0.647566	0.397105
chr11	89867792	89867944	0.0826087	0.260435	0.503043
chr11	88241584	88241984	0.189489	0.467131	0.54928
chr11	88241584	88241984	0.189489	0.467131	0.54928
chr11	88241992	88242400	0.115408	0.448777	0.650589
chr11	88241992	88242400	0.115408	0.448777	0.650589
chr11	88242416	88242560	0.101848	0.396848	0.503514
chr11	88242416	88242560	0.101848	0.396848	0.503514
chr11	75912216	75912384	0.831042	0.708542	0.447569
chr11	89597016	89597080	0.26325	0.44225	0.574083
chr11	89597088	89597768	0.201678	0.431284	0.579064
chr11	89598512	89598784	0.340714	0.545506	0.650992
chr11	89519000	89519360	0.434722	0.550486	0.721111
chr11	89711960	89712320	0.358889	0.540028	0.631593
chr11	89712336	89713200	0.30629	0.493468	0.554113
chr11	89713200	89713760	0.209062	0.439635	0.607882
chr11	89713760	89713824	0.246667	0.422396	0.565417
chr11	89520120	89520880	0.356098	0.549909	0.689157
chr11	89785032	89785928	0.324187	0.532666	0.659056
chr11	89785032	89785928	0.324187	0.532666	0.659056
chr11	89786696	89786952	0.459357	0.567357	0.746333
chr11	89786696	89786952	0.459357	0.567357	0.746333
chr11	93303080	93304624	0.748333	0.525833	0.430093
chr11	93331632	93333384	0.731111	0.568333	0.399907
chr11	93063208	93063304	0.1775	0.525556	0.596481
chr11	92702520	92703104	0.336136	0.535023	0.707182
chr11	92703112	92703360	0.359821	0.492232	0.627798
chr11	92703360	92703432	0.394167	0.559306	0.760648
chr11	93063600	93064152	0.13395	0.490625	0.620933
chr11	93256512	93256784	0.493571	0.785	0.784405
chr11	93694656	93695672	0.654444	0.444861	0.327778
chr11	93583408	93583496	0.0925	0.286083	0.342167
chr11	93583560	93583752	0.113824	0.322647	0.495539
chr11	94989320	94989752	0.104808	0.428462	0.416346
chr11	91957584	91958272	0.0917284	0.376343	0.479527
chr11	94134232	94134584	0.0734574	0.35258	0.469007
chr11	94134648	94134696	0.167679	0.418214	0.66
chr11	94134736	94135224	0.263311	0.482297	0.574595
chr11	94840280	94840952	0.816146	0.795417	0.387187
chr11	95244952	95246024	0.829792	0.694479	0.501319
chr11	91958272	91958800	0.0727419	0.319153	0.349651
chr11	91958816	91959000	0.110278	0.434861	0.543657
chr11	91959328	91959368	0.22875	0.507679	0.703155
chr11	91959392	91959784	0.109615	0.349808	0.405256
chr11	91959792	91960000	0.205	0.418029	0.677885
chr11	94824192	94824816	0.83275	0.671625	0.164917
chr11	95763176	95763264	0.749444	0.630278	0.376852
chr11	95871280	95872408	0.915	0.843	0.600417
chr11	95825992	95827968	0.898833	0.775333	0.547056
chr11	95931536	95932096	0.523571	0.488214	0.812619
chr11	96054128	96055584	0.857273	0.753864	0.517576
chr11	94883376	94883472	0.396667	0.763056	0.725926
chr11	95977040	95977232	0.418	0.568625	0.838792
chr11	96604272	96604384	0.68625	0.429844	0.340833
chr11	94473584	94473616	0.0858333	0.327222	0.303704
chr11	94473584	94473616	0.0858333	0.327222	0.303704
chr11	94770568	94771168	0.350586	0.594277	0.723105
chr11	98891200	98892032	0.0779577	0.299595	0.304354
chr11	102210232	102211016	0.451591	0.393068	0.722424
chr11	102401360	102401520	0.405833	0.553333	0.640741
chr11	102391984	102392216	0.420556	0.673542	0.711481
chr11	102492000	102492160	0.432857	0.710357	0.735714
chr11	102492000	102492160	0.432857	0.710357	0.735714
chr11	102275120	102275840	0.77619	0.747202	0.389087
chr11	101918296	101918736	0.147944	0.321361	0.470667
chr11	102758152	102758856	0.714688	0.505625	0.354792
chr11	102702408	102702624	0.503438	0.661484	0.816667
chr11	102831480	102832824	0.7375	0.5215	0.417417
chr11	101453216	101453720	0.233281	0.492578	0.540417
chr11	101453216	101453720	0.233281	0.492578	0.540417
chr11	103361152	103361872	0.6325	0.459219	0.252708
chr11	103540944	103542720	0.71125	0.509271	0.324028
chr11	101453744	101454736	0.298218	0.521458	0.731049
chr11	101453744	101454736	0.298218	0.521458	0.731049
chr11	103482392	103482816	0.670937	0.561719	0.3675
chr11	103777600	103777784	0.859167	0.729792	0.496389
chr11	101982288	101982384	0.2855	0.379625	0.534333
chr11	104210200	104210632	0.340341	0.412898	0.606742
chr11	104907552	104908888	0.853437	0.711563	0.457083
chr11	105480888	105481704	0.153274	0.434643	0.544603
chr11	106750608	106751152	0.596944	0.465	0.298519
chr11	107712272	107712704	0.282187	0.560781	0.674896
chr11	107995152	107995680	0.748437	0.729531	0.391354
chr11	108399648	108400400	0.743269	0.581827	0.398974
chr11	100997792	100997960	0.1635	0.380625	0.465917
chr11	100998096	100999184	0.106449	0.41081	0.632865
chr11	100999208	101000192	0.159505	0.425729	0.50408
chr11	101000368	101000432	0.184792	0.466354	0.584583
chr11	109736272	109737304	0.871042	0.764792	0.508194
chr11	109868720	109869840	0.879545	0.668182	0.5275
chr11	109974624	109975080	0.812778	0.564861	0.395
chr11	110232240	110232920	0.777115	0.634038	0.482179
chr11	110219728	110220976	0.259464	0.312321	0.57756
chr11	110728792	110729424	0.3025	0.536528	0.709259
chr11	109292792	109293104	0.139	0.350937	0.415167
chr11	109292792	109293104	0.139	0.350937	0.415167
chr11	109293160	109293544	0.153971	0.387353	0.525
chr11	109293160	109293544	0.153971	0.387353	0.525
chr11	109293616	109294376	0.108704	0.3525	0.359681
chr11	109293616	109294376	0.108704	0.3525	0.359681
chr11	109294456	109294768	0.223542	0.377812	0.451597
chr11	109294456	109294768	0.223542	0.377812	0.451597
chr11	111313880	111314720	0.50975	0.33575	0.144833
chr11	111306368	111307304	0.849219	0.65875	0.469531
chr11	111308464	111309608	0.827955	0.649432	0.290909
chr11	110056272	110056592	0.798333	0.632812	0.488681
chr11	106889392	106889480	0.128438	0.274531	0.366354
chr11	111585456	111585976	0.0525	0.570375	0.349167
chr11	111383216	111383336	0.0908333	0.284167	0.413056
chr11	111383216	111383336	0.0908333	0.284167	0.413056
chr11	111383216	111383336	0.0908333	0.284167	0.413056
chr11	111383424	111383640	0.0823333	0.273861	0.453667
chr11	111383424	111383640	0.0823333	0.273861	0.453667
chr11	111383424	111383640	0.0823333	0.273861	0.453667
chr11	111383800	111383880	0.0495833	0.289271	0.405139
chr11	111383800	111383880	0.0495833	0.289271	0.405139
chr11	111330504	111331344	0.625278	0.431528	0.280093
chr11	111894296	111894520	0.204722	0.52625	0.541389
chr11	111886784	111887216	0.209375	0.540781	0.642083
chr11	111886784	111887216	0.209375	0.540781	0.642083
chr11	112037544	112037728	0.614583	0.448333	0.236944
chr11	112037544	112037728	0.614583	0.448333	0.236944
chr11	112037544	112037728	0.614583	0.448333	0.236944
chr11	109963240	109963416	0.00642857	0.0160268	0.235863
chr11	112395144	112395760	0.685192	0.521635	0.338141
chr11	111169288	111169384	0.407679	0.328661	0.633869
chr11	111169288	111169384	0.407679	0.328661	0.633869
chr11	111169448	111169616	0.194815	0.214907	0.493272
chr11	111169448	111169616	0.194815	0.214907	0.493272
chr11	111169752	111169832	0.0555682	0.0535227	0.317159
chr11	111169752	111169832	0.0555682	0.0535227	0.317159
chr11	113308352	113308904	0.6675	0.512969	0.319062
chr11	113258544	113258704	0.239643	0.527321	0.59625
chr11	113258720	113258784	0.176167	0.42075	0.434056
chr11	113425024	113426280	0.600192	0.459231	0.166538
chr11	113433776	113434104	0.225556	0.368472	0.698519
chr11	111411816	111411888	0.0916667	0.321333	0.404833
chr11	111412048	111412088	0.0797917	0.328333	0.380208
chr11	113629664	113629832	0.806944	0.674583	0.342593
chr11	113629664	113629832	0.806944	0.674583	0.342593
chr11	113266872	113267992	0.645833	0.496771	0.333472
chr11	113769344	113770192	0.87725	0.67975	0.553417
chr11	113553792	113554248	0.76175	0.524	0.404583
chr11	113345048	113345144	0.149722	0.401389	0.467037
chr11	113345472	113345776	0.107188	0.346289	0.352214
chr11	113345784	113346136	0.1185	0.436333	0.489444
chr11	113859280	113860352	0.819342	0.641645	0.459211
chr11	113802640	113803720	0.788864	0.573636	0.436818
chr11	113853872	113854104	0.1935	0.485083	0.453556
chr11	113835376	113835520	0.889286	0.703393	0.49369
chr11	114065152	114065888	0.789062	0.558125	0.250312
chr11	113907104	113907328	0.221579	0.475789	0.503991
chr11	114002440	114002736	0.286786	0.271071	0.532738
chr11	114100032	114100344	0.73875	0.604375	0.4095
chr11	114100032	114100344	0.73875	0.604375	0.4095
chr11	112833608	112833688	0.128824	0.389632	0.405392
chr11	112833608	112833688	0.128824	0.389632	0.405392
chr11	112834056	112834240	0.172337	0.540842	0.559022
chr11	112834056	112834240	0.172337	0.540842	0.559022
chr11	115090216	115091512	0.633	0.521125	0.0795833
chr11	115095448	115095928	0.817308	0.781538	0.264744
chr11	114127920	114128424	0.73775	0.57275	0.417583
chr11	114127920	114128424	0.73775	0.57275	0.417583
chr11	115455088	115456624	0.363125	0.439766	0.618177
chr11	115782712	115783208	0.536389	0.482917	0.181296
chr11	115809744	115810944	0.745781	0.627422	0.426927
chr11	115630600	115630888	0.0940441	0.368456	0.40902
chr11	115630600	115630888	0.0940441	0.368456	0.40902
chr11	116087912	116087960	0.116111	0.234167	0.349815
chr11	116147160	116147600	0.141571	0.270893	0.537119
chr11	115530096	115530216	0.149375	0.4575	0.482958
chr11	115530448	115530536	0.145556	0.418333	0.480123
chr11	115530544	115531376	0.151071	0.369929	0.393048
chr11	116255312	116256016	0.689167	0.5625	0.315093
chr11	116641432	116641488	0.555833	0.759583	0.823889
chr11	116652936	116654344	0.390556	0.501111	0.693981
chr11	116603776	116603920	0.221667	0.618889	0.734815
chr11	116228984	116229040	0.188214	0.479464	0.546786
chr11	116825880	116826888	0.755536	0.63875	0.21994
chr11	116908960	116909264	0.757273	0.792727	0.367197
chr11	116963200	116964168	0.288889	0.348333	0.7025
chr11	116821432	116821720	0.864167	0.819028	0.353704
chr11	116659560	116660976	0.753	0.647375	0.436667
chr11	116659560	116660976	0.753	0.647375	0.436667
chr11	117314688	117314760	0.35625	0.515937	0.69599
chr11	117309232	117309328	0.323438	0.215	0.636979
chr11	116450880	116451360	0.0896429	0.370909	0.319015
chr11	116451592	116451744	0.163984	0.473008	0.471042
chr11	116451840	116451912	0.230156	0.369219	0.499896
chr11	116701440	116701672	0.68	0.56275	0.333
chr11	117169728	117170944	0.715139	0.624792	0.39875
chr11	117547536	117548536	0.612273	0.493864	0.274545
chr11	115374968	115375232	0.0615625	0.416674	0.294762
chr11	117328904	117329304	0.271818	0.2	0.525303
chr11	117335520	117335792	0.8405	0.754375	0.505667
chr11	117363384	117363456	0.41175	0.569	0.738333
chr11	117674672	117675032	0.8325	0.775938	0.444583
chr11	117674672	117675032	0.8325	0.775938	0.444583
chr11	117674672	117675032	0.8325	0.775938	0.444583
chr11	117184312	117184808	0.652778	0.485833	0.249259
chr11	117184312	117184808	0.652778	0.485833	0.249259
chr11	113929632	113929744	0.121875	0.3725	0.413056
chr11	113931368	113931560	0.0697222	0.241444	0.321796
chr11	113931664	113931760	0.0606667	0.239417	0.377833
chr11	113932104	113932176	0.0725	0.293269	0.332692
chr11	117679600	117679848	0.582778	0.407778	0.191759
chr11	117679600	117679848	0.582778	0.407778	0.191759
chr11	117679600	117679848	0.582778	0.407778	0.191759
chr11	117634080	117634440	0.673214	0.485714	0.358929
chr11	117805656	117805920	0.656591	0.286364	0.124621
chr11	117868632	117869368	0.1	0.317375	0.602083
chr11	117872936	117873800	0.0203571	0.115	0.287976
chr11	118087600	118088760	0.200435	0.187065	0.50529
chr11	118112112	118112336	0.183056	0.132917	0.394259
chr11	117296064	117296224	0.70575	0.548375	0.367333
chr11	117742064	117743512	0.715673	0.560048	0.383814
chr11	117742064	117743512	0.715673	0.560048	0.383814
chr11	117368472	117368888	0.779583	0.683125	0.466667
chr11	118392448	118392944	0.1575	0.515568	0.589583
chr11	118392448	118392944	0.1575	0.515568	0.589583
chr11	118186176	118186640	0.568333	0.443472	0.227315
chr11	117703480	117705432	0.732396	0.624271	0.393368
chr11	117703480	117705432	0.732396	0.624271	0.393368
chr11	117705656	117705776	0.159444	0.472778	0.486759
chr11	117705656	117705776	0.159444	0.472778	0.486759
chr11	117711144	117712048	0.677727	0.532727	0.325682
chr11	117711144	117712048	0.677727	0.532727	0.325682
chr11	117948000	117948592	0.594231	0.389135	0.262564
chr11	117948000	117948592	0.594231	0.389135	0.262564
chr11	118189152	118189504	0.785682	0.696364	0.347576
chr11	118511168	118511960	0.647	0.56175	0.301083
chr11	117974032	117974536	0.651364	0.511136	0.306515
chr11	118738368	118739336	0.849063	0.71625	0.388229
chr11	118711888	118712416	0.116136	0.243409	0.344621
chr11	118586704	118588032	0.758897	0.714779	0.448064
chr11	118694688	118694808	0.7575	0.663846	0.375705
chr11	118740256	118740424	0.7295	0.450875	0.0868333
chr11	118748112	118748464	0.802045	0.575568	0.361894
chr11	118748496	118750528	0.802206	0.655662	0.44402
chr11	118024024	118024064	0.0745	0.172875	0.342
chr11	117663056	117663968	0.577955	0.494432	0.242652
chr11	117666456	117667232	0.175857	0.428482	0.404214
chr11	117667240	117667328	0.15375	0.407813	0.547667
chr11	117667672	117667736	0.105833	0.2625	0.368667
chr11	117668096	117668120	0.38875	0.482292	0.677083
chr11	118904392	118904736	0.769792	0.663125	0.451736
chr11	118780960	118781064	0.79925	0.653125	0.471083
chr11	118780960	118781064	0.79925	0.653125	0.471083
chr11	118906600	118906792	0.620833	0.4775	0.181111
chr11	118788432	118789120	0.573958	0.414792	0.235833
chr11	118790352	118791352	0.621094	0.347422	0.24276
chr11	118502704	118502888	0.66225	0.568375	0.238333
chr11	118733056	118733440	0.869118	0.774632	0.481912
chr11	118722184	118722456	0.80425	0.715625	0.248167
chr11	119111176	119111728	0.795625	0.682656	0.364896
chr11	118526256	118526384	0.63125	0.59375	0.316111
chr11	118531376	118532112	0.67	0.586705	0.33197
chr11	118536272	118536344	0.79375	0.701625	0.459417
chr11	119115208	119115448	0.857679	0.723571	0.282143
chr11	118917952	118918048	0.208	0.46525	0.526
chr11	119407160	119407840	0.752708	0.559479	0.435486
chr11	119438320	119439552	0.0972917	0.472917	0.463958
chr11	118824776	118824992	0.747143	0.589821	0.365119
chr11	118824776	118824992	0.747143	0.589821	0.365119
chr11	119495928	119496080	0.803958	0.627396	0.493819
chr11	119495928	119496080	0.803958	0.627396	0.493819
chr11	119484768	119485768	0.7835	0.644375	0.42175
chr11	119593392	119594208	0.719667	0.610083	0.383833
chr11	119455544	119455616	0.0768333	0.41175	0.317111
chr11	119458744	119459560	0.784643	0.614286	0.438155
chr11	119659728	119659912	0.236667	0.326111	0.485741
chr11	119020664	119020720	0.295179	0.572411	0.57256
chr11	119231224	119231328	0.786071	0.680893	0.431905
chr11	119233024	119233808	0.78175	0.642375	0.434
chr11	119725184	119726176	0.714286	0.595536	0.304167
chr11	119749832	119750584	0.6225	0.438194	0.307037
chr11	119654840	119658056	0.672347	0.538087	0.168197
chr11	119563144	119563920	0.775227	0.612159	0.338258
